,Title,Section,URL,Act_Name,Date,Document Num,CompleteAct_URL,CompleteAct_DocNum,Headline
1706,"Section 36AAC(1) in The Banking Regulation (Amendment) And Miscellaneous Provisions Act,   2004",Section 36AAC(1),https://indiankanoon.org/doc/1288258/,The Banking Regulation (Amendment) And Miscellaneous Provisions Act,2004,1288258,https://indiankanoon.org/doc/93148/,93148,"
    Government Act  Section 36AAC(1) in The Banking Regulation (Amendment) And Miscellaneous Provisions Act,   2004   (1)  or sub- section 
  "
1707,"Section 36AAC in The Banking Regulation (Amendment) And Miscellaneous Provisions Act,   2004",Section 36AAC,https://indiankanoon.org/doc/334441/,The Banking Regulation And Miscellaneous Provisions Act,2004,334441,https://indiankanoon.org/doc/93148/,93148,"
    Central Government Act  Section 36AAC in The Banking Regulation (Amendment) And Miscellaneous Provisions Act,   2004   36AAC.  Reimbusement to Deposit Insurance 
  "
1708,"Section 3(a) in The Banking Regulation (Amendment) And Miscellaneous Provisions Act,   2004",Section 3(a),https://indiankanoon.org/doc/96827/,The Banking Regulation (Amendment) And Miscellaneous Provisions Act,2004,96827,https://indiankanoon.org/doc/93148/,93148,"
    Government Act  Section 3(a) in The Banking Regulation (Amendment) And Miscellaneous Provisions Act,   2004   (a)  in clause 
  "
1709,"Section 4(1) in The Banking Regulation (Amendment) And Miscellaneous Provisions Act,   2004",Section 4(1),https://indiankanoon.org/doc/691754/,The Banking Regulation (Amendment) And Miscellaneous Provisions Act,2004,691754,https://indiankanoon.org/doc/93148/,93148,"
    Government Act  Section 4(1) in The Banking Regulation (Amendment) And Miscellaneous Provisions Act,   2004   (1)  The Banking Regulation (Amendment
"
1710,"Section 4(2) in The Banking Regulation (Amendment) And Miscellaneous Provisions Act,   2004",Section 4(2),https://indiankanoon.org/doc/1192786/,The Banking Regulation (Amendment) And Miscellaneous Provisions Act,2004,1192786,https://indiankanoon.org/doc/93148/,93148,"
    Government Act  Section 4(2) in The Banking Regulation (Amendment) And Miscellaneous Provisions Act,   2004   (2)  Notwithstanding such repeal, anything 
  "
1711,"Section 4 in The Banking Regulation (Amendment) And Miscellaneous Provisions Act,   2004",Section 4,https://indiankanoon.org/doc/1790371/,The Banking Regulation And Miscellaneous Provisions Act,2004,1790371,https://indiankanoon.org/doc/93148/,93148,"
    Central Government Act  Section 4 in The Banking Regulation (Amendment) And Miscellaneous Provisions Act,   2004   4.  Repeal and saving ... Banking Regulation (Amendment) and Miscellaneous Provisions Ordinance,  2004  (Ord. 3 of  2004  ) is hereby repealed.     (2)   Notwithstanding such repeal, anything 
  "
1712,"Section 1 in The Uttar Pradesh Reorganisation (Amendment) Act,   2003",Section 1,https://indiankanoon.org/doc/1234432/,The Uttar Pradesh Reorganisation Act,2003,1234432,https://indiankanoon.org/doc/562880/,562880,"
    Government Act  Section 1 in The Uttar Pradesh Reorganisation (Amendment) Act,   2003   1.  Short title.- This Act may be called ... Uttar Pradesh Reorganisation (Amendment
"
1713,"Section 2(1A) in The Indian Telegraph (Amendment) Act,   2003",Section 2(1A),https://indiankanoon.org/doc/73257/,The Indian Telegraph (Amendment) Act,2003,73257,https://indiankanoon.org/doc/286252/,286252,"
    Government Act  Section 2(1A) in The Indian Telegraph (Amendment) Act,   2003   (1A) "" Universal Service Obligation"" means the obligation 
  "
1714,"Section 9D(1) in The Indian Telegraph (Amendment) Act,   2003",Section 9D(1),https://indiankanoon.org/doc/1805952/,The Indian Telegraph (Amendment) Act,2003,1805952,https://indiankanoon.org/doc/286252/,286252,"
    Government Act  Section 9D(1) in The Indian Telegraph (Amendment) Act,   2003   (1)  The Central Government shall have the power 
  "
1715,"Section 2(1) in The Indian Telegraph (Amendment) Act,   2003",Section 2(1),https://indiankanoon.org/doc/1727248/,The Indian Telegraph (Amendment) Act,2003,1727248,https://indiankanoon.org/doc/286252/,286252,"
    Government Act  Section 2(1) in The Indian Telegraph (Amendment) Act,   2003   (1)  shall be renumbered as clause 
  "
1716,"Section 1(1) in The Indian Telegraph (Amendment) Act,   2003",Section 1(1),https://indiankanoon.org/doc/1451137/,The Indian Telegraph (Amendment) Act,2003,1451137,https://indiankanoon.org/doc/286252/,286252,"
    Government Act  Section 1(1) in The Indian Telegraph (Amendment) Act,   2003   (1)  This Act may be called the Indian ... Telegraph (Amendment
"
1717,"Section 2 in The Indian Telegraph (Amendment) Act,   2003",Section 2,https://indiankanoon.org/doc/453398/,The Indian Telegraph Act,2003,453398,https://indiankanoon.org/doc/286252/,286252,"
    Central Government Act  Section 2 in The Indian Telegraph (Amendment) Act,   2003   2.  Amendment of section 3.- In section 
  "
1718,"Section 3 in The Indian Telegraph (Amendment) Act,   2003",Section 3,https://indiankanoon.org/doc/856274/,The Indian Telegraph Act,2003,856274,https://indiankanoon.org/doc/286252/,286252,"
    Central Government Act  Section 3 in The Indian Telegraph (Amendment) Act,   2003   3.  Amendment of section 4In section 
  "
1719,"Section 4(eeb) in The Indian Telegraph (Amendment) Act,   2003",Section 4(eeb),https://indiankanoon.org/doc/1859457/,The Indian Telegraph (Amendment) Act,2003,1859457,https://indiankanoon.org/doc/286252/,286252,"
    Government Act  Section 4(eeb) in The Indian Telegraph (Amendment) Act,   2003   (eeb)  the criteria based on which sums 
  "
1720,"Section 4 in The Indian Telegraph (Amendment) Act,   2003",Section 4,https://indiankanoon.org/doc/330154/,The Indian Telegraph Act,2003,330154,https://indiankanoon.org/doc/286252/,286252,"
    Central Government Act  Section 4 in The Indian Telegraph (Amendment) Act,   2003   4.  Amendment of section 7.- In section 
  "
1721,"Section 5 in The Indian Telegraph (Amendment) Act,   2003",Section 5,https://indiankanoon.org/doc/8046/,The Indian Telegraph Act,2003,8046,https://indiankanoon.org/doc/286252/,286252,"
    Central Government Act  Section 5 in The Indian Telegraph (Amendment) Act,   2003   5.  Insertion of new Part IIA.- After Part 
  "
1722,"Section 9A(1) in The Indian Telegraph (Amendment) Act,   2003",Section 9A(1),https://indiankanoon.org/doc/138978/,The Indian Telegraph (Amendment) Act,2003,138978,https://indiankanoon.org/doc/286252/,286252,"
    Government Act  Section 9A(1) in The Indian Telegraph (Amendment) Act,   2003   (1)  On and from the commencement ... Indian Telegraph (Amendment) Act,  2003 , there shall be deemed to have been established, for the purposes of this 
  "
1723,"Section 9A(2)(a) in The Indian Telegraph (Amendment) Act,   2003",Section 9A(2)(a),https://indiankanoon.org/doc/901074/,The Indian Telegraph (Amendment) Act,2003,901074,https://indiankanoon.org/doc/286252/,286252,"
    Section 9A(2)(a) in The Indian Telegraph (Amendment) Act,   2003   (a)  any sums of money paid under section 
  "
1724,"Section 9A(2)(b) in The Indian Telegraph (Amendment) Act,   2003",Section 9A(2)(b),https://indiankanoon.org/doc/372728/,The Indian Telegraph (Amendment) Act,2003,372728,https://indiankanoon.org/doc/286252/,286252,"
    Section 9A(2)(b) in The Indian Telegraph (Amendment) Act,   2003   (b)  any grants and loans made by the Central 
  "
1725,"Section 9A in The Indian Telegraph (Amendment) Act,   2003",Section 9A,https://indiankanoon.org/doc/1983427/,The Indian Telegraph Act,2003,1983427,https://indiankanoon.org/doc/286252/,286252,"
    Central Government Act  Section 9A in The Indian Telegraph (Amendment) Act,   2003   9A.  Establishment of Universal Service Obligation Fund ... from the commencement of the Indian Telegraph (Amendment) Act,  2003 , there shall be deemed to have been established 
  "
1726,"Section 9B in The Indian Telegraph (Amendment) Act,   2003",Section 9B,https://indiankanoon.org/doc/1350409/,The Indian Telegraph Act,2003,1350409,https://indiankanoon.org/doc/286252/,286252,"
    Central Government Act  Section 9B in The Indian Telegraph (Amendment) Act,   2003   9B.  Crediting of sums to Consolidated Fund 
  "
1727,"Section 9C in The Indian Telegraph (Amendment) Act,   2003",Section 9C,https://indiankanoon.org/doc/1173572/,The Indian Telegraph Act,2003,1173572,https://indiankanoon.org/doc/286252/,286252,"
    Central Government Act  Section 9C in The Indian Telegraph (Amendment) Act,   2003   9C.  Grants and loans by Central Government 
  "
1728,"Section 9D(2) in The Indian Telegraph (Amendment) Act,   2003",Section 9D(2),https://indiankanoon.org/doc/1949012/,The Indian Telegraph (Amendment) Act,2003,1949012,https://indiankanoon.org/doc/286252/,286252,"
    Government Act  Section 9D(2) in The Indian Telegraph (Amendment) Act,   2003   (2)  The Fund shall be utilised exclusively 
  "
1729,"Section 9D in The Indian Telegraph (Amendment) Act,   2003",Section 9D,https://indiankanoon.org/doc/287062/,The Indian Telegraph Act,2003,287062,https://indiankanoon.org/doc/286252/,286252,"
    Central Government Act  Section 9D in The Indian Telegraph (Amendment) Act,   2003   9D.  Administration and utilization of Fund 
  "
1730,"Section 6(1) in The Indian Telegraph (Amendment) Act,   2003",Section 6(1),https://indiankanoon.org/doc/148669/,The Indian Telegraph (Amendment) Act,2003,148669,https://indiankanoon.org/doc/286252/,286252,"
    Government Act  Section 6(1) in The Indian Telegraph (Amendment) Act,   2003   (1)  The Indian Telegraph (Amendment) Ordinance 
  "
1731,"Section 6(2) in The Indian Telegraph (Amendment) Act,   2003",Section 6(2),https://indiankanoon.org/doc/354556/,The Indian Telegraph (Amendment) Act,2003,354556,https://indiankanoon.org/doc/286252/,286252,"
    Government Act  Section 6(2) in The Indian Telegraph (Amendment) Act,   2003   (2)  Notwithstanding the repeal of the Indian Telegraph ... Amendment) Ordinance,  2003  (Ord. 7 of  2003  ), anything done or action taken under the principal Act as amended 
  "
1732,"Section 6 in The Indian Telegraph (Amendment) Act,   2003",Section 6,https://indiankanoon.org/doc/1365311/,The Indian Telegraph Act,2003,1365311,https://indiankanoon.org/doc/286252/,286252,"
    Central Government Act  Section 6 in The Indian Telegraph (Amendment) Act,   2003   6.  Repeal and saving.-   (1)   The Indian Telegraph ... Amendment) Ordinance,  2003  (Ord. 7 of  2003  ), is hereby repealed.     (2)   Notwithstanding the repeal of the Indian Telegraph (Amendment) Ordinance 
  "
1733,"Section 2(ii) in The Indian Council Of World Affairs (Amendment) Act,   2003",Section 2(ii),https://indiankanoon.org/doc/1730154/,The Indian Council Of World Affairs (Amendment) Act,2003,1730154,https://indiankanoon.org/doc/136639/,136639,"
    Indian Council Of World Affairs (Amendment) Act,   2003   (ii)  in clause (b), for the words"" as may be nominated 
  "
1734,"Section 2(iii) in The Indian Council Of World Affairs (Amendment) Act,   2003",Section 2(iii),https://indiankanoon.org/doc/1521036/,The Indian Council Of World Affairs (Amendment) Act,2003,1521036,https://indiankanoon.org/doc/136639/,136639,"
    Indian Council Of World Affairs (Amendment) Act,   2003   (iii)  for clause (c), the following clause shall be substituted, namely 
  "
1735,"Section 2(v) in The Indian Council Of World Affairs (Amendment) Act,   2003",Section 2(v),https://indiankanoon.org/doc/369460/,The Indian Council Of World Affairs (Amendment) Act,2003,369460,https://indiankanoon.org/doc/136639/,136639,"
    Indian Council Of World Affairs (Amendment) Act,   2003   (v)  in clause (f), for the words"" to be nominated 
  "
1736,"Section 2(vi)(a) in The Indian Council Of World Affairs (Amendment) Act,   2003",Section 2(vi)(a),https://indiankanoon.org/doc/1775886/,The Indian Council Of World Affairs (Amendment) Act,2003,1775886,https://indiankanoon.org/doc/136639/,136639,"
    Indian Council Of World Affairs (Amendment) Act,   2003   (a)  for the words"" either media personalities or representatives of organisations 
  "
1737,"Section 2(vi)(b) in The Indian Council Of World Affairs (Amendment) Act,   2003",Section 2(vi)(b),https://indiankanoon.org/doc/869185/,The Indian Council Of World Affairs (Amendment) Act,2003,869185,https://indiankanoon.org/doc/136639/,136639,"
    Indian Council Of World Affairs (Amendment) Act,   2003   (b)  for the word"" selected"", the word"" nominated"" shall be substituted 
  "
1738,"Section 2(vi) in The Indian Council Of World Affairs (Amendment) Act,   2003",Section 2(vi),https://indiankanoon.org/doc/679854/,The Indian Council Of World Affairs (Amendment) Act,2003,679854,https://indiankanoon.org/doc/136639/,136639,"
    Indian Council Of World Affairs (Amendment) Act,   2003   (vi)  in clause (g),-   (a)   for the words"" either media personalities 
  "
1739,"Section 2(vii) in The Indian Council Of World Affairs (Amendment) Act,   2003",Section 2(vii),https://indiankanoon.org/doc/441079/,The Indian Council Of World Affairs (Amendment) Act,2003,441079,https://indiankanoon.org/doc/136639/,136639,"
    Indian Council Of World Affairs (Amendment) Act,   2003   (vii)  in clause (h), for the words"" who are representatives of Business 
  "
1740,"Section 2(viii) in The Indian Council Of World Affairs (Amendment) Act,   2003",Section 2(viii),https://indiankanoon.org/doc/1089669/,The Indian Council Of World Affairs (Amendment) Act,2003,1089669,https://indiankanoon.org/doc/136639/,136639,"
    viii) in The Indian Council Of World Affairs (Amendment) Act,   2003   (viii)  in clause (i), the words"", to be nominated 
  "
1741,"Section 3(1A) in The Indian Council Of World Affairs (Amendment) Act,   2003",Section 3(1A),https://indiankanoon.org/doc/956640/,The Indian Council Of World Affairs (Amendment) Act,2003,956640,https://indiankanoon.org/doc/136639/,136639,"
    Indian Council Of World Affairs (Amendment) Act,   2003   (1A)  Every appointment of the Director- General under sub- section (1) shall 
  "
1742,"Section 3(1B) in The Indian Council Of World Affairs (Amendment) Act,   2003",Section 3(1B),https://indiankanoon.org/doc/165754/,The Indian Council Of World Affairs (Amendment) Act,2003,165754,https://indiankanoon.org/doc/136639/,136639,"
    Indian Council Of World Affairs (Amendment) Act,   2003   (1B)  The Director- General shall be the chief executive officer 
  "
1743,"Section 3(1C) in The Indian Council Of World Affairs (Amendment) Act,   2003",Section 3(1C),https://indiankanoon.org/doc/483032/,The Indian Council Of World Affairs (Amendment) Act,2003,483032,https://indiankanoon.org/doc/136639/,136639,"
    Indian Council Of World Affairs (Amendment) Act,   2003   (1C)  The Director- General shall be at least equivalent to the rank 
  "
1744,"Section 3(2) in The Indian Council Of World Affairs (Amendment) Act,   2003",Section 3(2),https://indiankanoon.org/doc/1469506/,The Indian Council Of World Affairs (Amendment) Act,2003,1469506,https://indiankanoon.org/doc/136639/,136639,"
    Indian Council Of World Affairs (Amendment) Act,   2003   (2)  The Director- General shall act as ex officio Member- Secretary 
  "
1745,"Section 3 in The Indian Council Of World Affairs (Amendment) Act,   2003",Section 3,https://indiankanoon.org/doc/1987574/,The Indian Council Of World Affairs Act,2003,1987574,https://indiankanoon.org/doc/136639/,136639,"
    Section 3 in The Indian Council Of World Affairs (Amendment) Act,   2003   3.  Amendment of section 15.- In section 
  "
1746,"Section 4 in The Indian Council Of World Affairs (Amendment) Act,   2003",Section 4,https://indiankanoon.org/doc/1079189/,The Indian Council Of World Affairs Act,2003,1079189,https://indiankanoon.org/doc/136639/,136639,"
    Section 4 in The Indian Council Of World Affairs (Amendment) Act,   2003   4.  Insertion of new section 23A.- After section 
  "
1747,"Section 5(2) in The Indian Council Of World Affairs (Amendment) Act,   2003",Section 5(2),https://indiankanoon.org/doc/1141160/,The Indian Council Of World Affairs (Amendment) Act,2003,1141160,https://indiankanoon.org/doc/136639/,136639,"
    Indian Council Of World Affairs (Amendment) Act,   2003   (2)  Every order made under this section shall be laid, as soon 
  "
1748,"Section 5 in The Indian Council Of World Affairs (Amendment) Act,   2003",Section 5,https://indiankanoon.org/doc/612956/,The Indian Council Of World Affairs Act,2003,612956,https://indiankanoon.org/doc/136639/,136639,"
    Section 5 in The Indian Council Of World Affairs (Amendment) Act,   2003   5.  Insertion of new section 28A.- After section ... provisions of the Indian Council of World Affairs (Amendment) Act,  2003 , the Central Government may, by order, do anything 
  "
1749,Section 1(2) in The Prevention Of Terrorism (Amendment) Act   2003,Section 1(2),https://indiankanoon.org/doc/1381552/,The Prevention Of Terrorism (Amendment) Act,2003,1381552,https://indiankanoon.org/doc/503019/,503019,"
    Section 1(2) in The Prevention Of Terrorism (Amendment) Act   2003   (2)  It shall be deemed to have come into 
  "
1750,Section 1 in The Prevention Of Terrorism (Amendment) Act   2003,Section 1,https://indiankanoon.org/doc/845957/,The Prevention Of Terrorism Act,2003,845957,https://indiankanoon.org/doc/503019/,503019,"
    Government Act  Section 1 in The Prevention Of Terrorism (Amendment) Act   2003   1.  Short title and commencement.-   (1)   This ... called the Prevention of Terrorism (Amendment) Act,  2003 .     (2)   It shall be deemed to have come into force 
  "
1751,Section 2(5)(i) in The Prevention Of Terrorism (Amendment) Act   2003,Section 2(5)(i),https://indiankanoon.org/doc/448102/,The Prevention Of Terrorism (Amendment) Act,2003,448102,https://indiankanoon.org/doc/503019/,503019,"
    Section 2(5)(i) in The Prevention Of Terrorism (Amendment) Act   2003   (i)  by the Review Committee constituted 
  "
1752,Section 2(5) in The Prevention Of Terrorism (Amendment) Act   2003,Section 2(5),https://indiankanoon.org/doc/1487681/,The Prevention Of Terrorism (Amendment) Act,2003,1487681,https://indiankanoon.org/doc/503019/,503019,"
    Section 2(5) in The Prevention Of Terrorism (Amendment) Act   2003   (5)  Any direction issued under sub- section 
  "
1753,Section 2(6) in The Prevention Of Terrorism (Amendment) Act   2003,Section 2(6),https://indiankanoon.org/doc/1868339/,The Prevention Of Terrorism (Amendment) Act,2003,1868339,https://indiankanoon.org/doc/503019/,503019,"
    Section 2(6) in The Prevention Of Terrorism (Amendment) Act   2003   (6)  Where the reviews under sub- section (4) relating 
  "
1754,Section 2(7) in The Prevention Of Terrorism (Amendment) Act   2003,Section 2(7),https://indiankanoon.org/doc/523328/,The Prevention Of Terrorism (Amendment) Act,2003,523328,https://indiankanoon.org/doc/503019/,503019,"
    Section 2(7) in The Prevention Of Terrorism (Amendment) Act   2003   (7)  Where any Review Committee constituted under sub- section 
  "
1755,Section 2 in The Prevention Of Terrorism (Amendment) Act   2003,Section 2,https://indiankanoon.org/doc/211833/,The Prevention Of Terrorism Act,2003,211833,https://indiankanoon.org/doc/503019/,503019,"
    Government Act  Section 2 in The Prevention Of Terrorism (Amendment) Act   2003   2.  Amendment of section 60.- In section 
  "
1756,Section 3(1) in The Prevention Of Terrorism (Amendment) Act   2003,Section 3(1),https://indiankanoon.org/doc/1259564/,The Prevention Of Terrorism (Amendment) Act,2003,1259564,https://indiankanoon.org/doc/503019/,503019,"
    Section 3(1) in The Prevention Of Terrorism (Amendment) Act   2003   (1)  The Prevention of Terrorism (Amendment) Ordinance 
  "
1757,"Section 1(2) in The Representation Of The People (Second Amendment) Act,   2003",Section 1(2),https://indiankanoon.org/doc/872529/,The Representation Of The People (Second Amendment) Act,2003,872529,https://indiankanoon.org/doc/252874/,252874,"
    Representation Of The People (Second Amendment) Act,   2003   (2)  It shall be deemed to have come into force ... 29th day of October,  2003 . CHAPTER II AMENDMENT OF THE REPRESENTATION OF THE PEOPLE ACT,  1950  CHAPTER II AMENDMENT
"
1758,"Section 1 in The Representation Of The People (Second Amendment) Act,   2003",Section 1,https://indiankanoon.org/doc/1433140/,The Representation Of The People Act,2003,1433140,https://indiankanoon.org/doc/252874/,252874,"
    Section 1 in The Representation Of The People (Second Amendment) Act,   2003   1.  Short title and commencement.-   (1)   This ... called the Representation of the People (Second Amendment) Act,  2003 .     (2)   It shall be deemed to have come into force 
  "
1759,"Section 2 in The Representation Of The People (Second Amendment) Act,   2003",Section 2,https://indiankanoon.org/doc/792429/,The Representation Of The People Act,2003,792429,https://indiankanoon.org/doc/252874/,252874,"
    Section 2 in The Representation Of The People (Second Amendment) Act,   2003   2.  Amendment of section 13AA ... than a Union territory,"" shall be omitted. CHAPTER III AMENDMENT OF THE REPRESENTATION OF THE PEOPLE ACT,  1951  CHAPTER 
  "
1760,"Section 3(a) in The Representation Of The People (Second Amendment) Act,   2003",Section 3(a),https://indiankanoon.org/doc/1947332/,The Representation Of The People (Second Amendment) Act,2003,1947332,https://indiankanoon.org/doc/252874/,252874,"
    Representation Of The People (Second Amendment) Act,   2003   (a)  in section 26, sub- section (5) shall be omitted 
  "
1761,"Section 3(b) in The Representation Of The People (Second Amendment) Act,   2003",Section 3(b),https://indiankanoon.org/doc/1272465/,The Representation Of The People (Second Amendment) Act,2003,1272465,https://indiankanoon.org/doc/252874/,252874,"
    Representation Of The People (Second Amendment) Act,   2003   (b)  in section 78, sub- section (2) shall be omitted 
  "
1762,"Section 3 in The Representation Of The People (Second Amendment) Act,   2003",Section 3,https://indiankanoon.org/doc/242211/,The Representation Of The People Act,2003,242211,https://indiankanoon.org/doc/252874/,252874,"
    Section 3 in The Representation Of The People (Second Amendment) Act,   2003   3.  Amendment of sections 
  "
1763,"Section 4(1) in The Representation Of The People (Second Amendment) Act,   2003",Section 4(1),https://indiankanoon.org/doc/1220983/,The Representation Of The People (Second Amendment) Act,2003,1220983,https://indiankanoon.org/doc/252874/,252874,"
    Representation Of The People (Second Amendment) Act,   2003   (1)  The Representation of the People (Amendment) Ordinance 
  "
1764,"Section 4 in The Representation Of The People (Second Amendment) Act,   2003",Section 4,https://indiankanoon.org/doc/1393737/,The Representation Of The People Act,2003,1393737,https://indiankanoon.org/doc/252874/,252874,"
    Section 4 in The Representation Of The People (Second Amendment) Act,   2003   4.  Repeal and saving.-   (1)   The Representation ... People (Amendment) Ordinance,  2003  (Ord. 5 of  2003  ) is hereby repealed. (2) Notwithstanding such repeal, anything done or any action 
  "
1765,"Section 1 in The Delimitation (Amendment) Act,   2003",Section 1,https://indiankanoon.org/doc/523630/,The Delimitation Act,2003,523630,https://indiankanoon.org/doc/1961484/,1961484,"
    Central Government Act  Section 1 in The Delimitation (Amendment) Act,   2003   1.  Short title and commencement.-   (1)   This ... called the Delimitation (Amendment) Act,  2003 .     (2)   It shall be deemed to have come into force on the 31st 
  "
1766,"Section 2(i) in The Delimitation (Amendment) Act,   2003",Section 2(i),https://indiankanoon.org/doc/1255635/,The Delimitation (Amendment) Act,2003,1255635,https://indiankanoon.org/doc/1961484/,1961484,"
    Central Government Act  Section 2(i) in The Delimitation (Amendment) Act,   2003   (i)  in respect of the duties 
  "
1767,"Section 2(ii) in The Delimitation (Amendment) Act,   2003",Section 2(ii),https://indiankanoon.org/doc/1415750/,The Delimitation (Amendment) Act,2003,1415750,https://indiankanoon.org/doc/1961484/,1961484,"
    Central Government Act  Section 2(ii) in The Delimitation (Amendment) Act,   2003   (ii)  in respect of the duties 
  "
1768,"Section 1(1) in The Delimitation (Amendment) Act,   2003",Section 1(1),https://indiankanoon.org/doc/1762482/,The Delimitation (Amendment) Act,2003,1762482,https://indiankanoon.org/doc/1961484/,1961484,"
    Central Government Act  Section 1(1) in The Delimitation (Amendment) Act,   2003   (1)  This Act may be called the Delimitation ... Amendment
"
1769,"Section 1(2) in The Delimitation (Amendment) Act,   2003",Section 1(2),https://indiankanoon.org/doc/28392/,The Delimitation (Amendment) Act,2003,28392,https://indiankanoon.org/doc/1961484/,1961484,"
    Central Government Act  Section 1(2) in The Delimitation (Amendment) Act,   2003   (2)  It shall be deemed to have come 
  "
1770,"Section 2 in The Delimitation (Amendment) Act,   2003",Section 2,https://indiankanoon.org/doc/1492873/,The Delimitation Act,2003,1492873,https://indiankanoon.org/doc/1961484/,1961484,"
    Central Government Act  Section 2 in The Delimitation (Amendment) Act,   2003   2.  Amendment of section 3.- In section 
  "
1771,"Section 3 in The Delimitation (Amendment) Act,   2003",Section 3,https://indiankanoon.org/doc/626760/,The Delimitation Act,2003,626760,https://indiankanoon.org/doc/1961484/,1961484,"
    Central Government Act  Section 3 in The Delimitation (Amendment) Act,   2003   3.  Amendment of section 4.- In section 
  "
1772,"Section 4(i) in The Delimitation (Amendment) Act,   2003",Section 4(i),https://indiankanoon.org/doc/629150/,The Delimitation (Amendment) Act,2003,629150,https://indiankanoon.org/doc/1961484/,1961484,"
    Central Government Act  Section 4(i) in The Delimitation (Amendment) Act,   2003   (i)  in clause (a), for the figures 
  "
1773,"Section 5 in The Delimitation (Amendment) Act,   2003",Section 5,https://indiankanoon.org/doc/826064/,The Delimitation Act,2003,826064,https://indiankanoon.org/doc/1961484/,1961484,"
    Central Government Act  Section 5 in The Delimitation (Amendment) Act,   2003   5.  Amendment of section 9.- In section 
  "
1774,"Section 6(1) in The Delimitation (Amendment) Act,   2003",Section 6(1),https://indiankanoon.org/doc/593407/,The Delimitation (Amendment) Act,2003,593407,https://indiankanoon.org/doc/1961484/,1961484,"
    Central Government Act  Section 6(1) in The Delimitation (Amendment) Act,   2003   (1)  The Delimitation (Amendment) Ordinance 
  "
1775,"Section 6(2) in The Delimitation (Amendment) Act,   2003",Section 6(2),https://indiankanoon.org/doc/407884/,The Delimitation (Amendment) Act,2003,407884,https://indiankanoon.org/doc/1961484/,1961484,"
    Central Government Act  Section 6(2) in The Delimitation (Amendment) Act,   2003   (2)  Notwithstanding such repeal, anything done 
  "
1776,"Section 6 in The Delimitation (Amendment) Act,   2003",Section 6,https://indiankanoon.org/doc/344201/,The Delimitation Act,2003,344201,https://indiankanoon.org/doc/1961484/,1961484,"
    Central Government Act  Section 6 in The Delimitation (Amendment) Act,   2003   6.  Repeal and saving.-   (1)   The Delimitation (Amendment) Ordinance 
  "
1777,"Section 1(2) in The Citizenship (Amendment) Act,   2003",Section 1(2),https://indiankanoon.org/doc/1690046/,The Citizenship (Amendment) Act,2003,1690046,https://indiankanoon.org/doc/949775/,949775,"
    Central Government Act  Section 1(2) in The Citizenship (Amendment) Act,   2003   (2)  It shall come into force on such 
  "
1778,"Section 1 in The Citizenship (Amendment) Act,   2003",Section 1,https://indiankanoon.org/doc/178814/,The Citizenship Act,2003,178814,https://indiankanoon.org/doc/949775/,949775,"
    Central Government Act  Section 1 in The Citizenship (Amendment) Act,   2003   1.  Short title and commencement.-   (1)   This ... called the Citizenship (Amendment) Act,  2003 .     (2)   It shall come into force on such date as the Central Government 
  "
1779,"Section 2(i) in The Citizenship (Amendment) Act,   2003",Section 2(i),https://indiankanoon.org/doc/99050/,The Citizenship (Amendment) Act,2003,99050,https://indiankanoon.org/doc/949775/,949775,"
    Central Government Act  Section 2(i) in The Citizenship (Amendment) Act,   2003   (i)  for clauses 
  "
1780,"Section 2(ii) in The Citizenship (Amendment) Act,   2003",Section 2(ii),https://indiankanoon.org/doc/1734947/,The Citizenship (Amendment) Act,2003,1734947,https://indiankanoon.org/doc/949775/,949775,"
    Central Government Act  Section 2(ii) in The Citizenship (Amendment) Act,   2003   (ii)  with a valid passport or other travel 
  "
1781,"Section 3(a) in The Citizenship (Amendment) Act,   2003",Section 3(a),https://indiankanoon.org/doc/590732/,The Citizenship (Amendment) Act,2003,590732,https://indiankanoon.org/doc/949775/,949775,"
    Central Government Act  Section 3(a) in The Citizenship (Amendment) Act,   2003   (a)  on or after the 26th 
  "
1782,"Section 3(b) in The Citizenship (Amendment) Act,   2003",Section 3(b),https://indiankanoon.org/doc/1025879/,The Citizenship (Amendment) Act,2003,1025879,https://indiankanoon.org/doc/949775/,949775,"
    Central Government Act  Section 3(b) in The Citizenship (Amendment) Act,   2003   (b)  on or after ... July,  1987 , but before the commencement of the Citizenship (Amendment) Act,  2003  and either of whose parents is a citizen 
  "
1783,"Section 3(c)(i) in The Citizenship (Amendment) Act,   2003",Section 3(c)(i),https://indiankanoon.org/doc/1768209/,The Citizenship (Amendment) Act,2003,1768209,https://indiankanoon.org/doc/949775/,949775,"
    Government Act  Section 3(c)(i) in The Citizenship (Amendment) Act,   2003   (i)  both of his parents are citizens 
  "
1784,"Section 3(c)(ii)(2)(a) in The Citizenship (Amendment) Act,   2003",Section 3(c)(ii)(2)(a),https://indiankanoon.org/doc/1100333/,The Citizenship (Amendment) Act,2003,1100333,https://indiankanoon.org/doc/949775/,949775,"
    Section 3(c)(ii)(2)(a) in The Citizenship (Amendment) Act,   2003   (a)  either his father or mother possesses such 
  "
1785,"Section 3(c)(ii)(2)(b) in The Citizenship (Amendment) Act,   2003",Section 3(c)(ii)(2)(b),https://indiankanoon.org/doc/1610267/,The Citizenship (Amendment) Act,2003,1610267,https://indiankanoon.org/doc/949775/,949775,"
    Section 3(c)(ii)(2)(b) in The Citizenship (Amendment) Act,   2003   (b)  his father or mother is an enemy 
  "
